"filename", "language", "PHP", "Python", "JSON with Comments", "HTML", "Markdown", "JSON", "CSS", "JavaScript", "Java", "XML", "Batch", "Properties", "comment", "blank", "total"
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\6.html", "HTML", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 75
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 1, 9
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\setup\style.css", "CSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\register\setup_old\style.css", "CSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 38
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\index.html", "HTML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 81
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\style.css", "CSS", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 7, 62
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\sub\add1.html", "HTML", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 82
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\sub\add2.html", "HTML", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 82
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\sub\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\reminders\sub\style.css", "CSS", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 7, 62
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\index.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 65
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\module\readings.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 15, 12, 82
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\module\s-heart.html", "HTML", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 77
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\module\s-oxygen.html", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\module\s-temp.html", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\module\style.css", "CSS", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 12, 61
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 9, 39
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\sensor\style.css", "CSS", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 5, 73
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\accessibility\index.html", "HTML", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\accessibility\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 9, 39
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\accessibility\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\contacts\1.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\contacts\2.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\contacts\3.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\contacts\index.html", "HTML", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 81
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\contacts\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 7, 23
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\contacts\style.css", "CSS", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\general\index.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 78
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\general\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 2, 10, 44
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\general\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\index.html", "HTML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 75
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\info\1.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\info\2.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\info\3.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 74
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\info\index.html", "HTML", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 86
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\info\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 5, 22
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\info\style.css", "CSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 2, 7, 36
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\settings\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\web\style.css", "CSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 2, 12
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-main\windows_no_gpio.py", "Python", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 154
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\.idea\compiler.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\.idea\deploymentTargetSelector.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 18
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\.idea\gradle.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 19
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\.idea\migrations.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\.idea\misc.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\.idea\other.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 549, 0, 0, 0, 0, 549
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\androidTest\java\com\example\lifeflow\ExampleInstrumentedTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 6, 5, 26
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 4, 29
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\java\com\example\lifeflow\MainActivity.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 14, 14, 88
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\drawable\ic_launcher_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 1, 171
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\drawable\ic_launcher_foreground.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 1, 160
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\layout\activity_main.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 3, 4, 46
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\mipmap-anydpi-v26\ic_launcher_round.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\values-night\themes.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 0, 16
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\values\colors.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\values\ic_launcher_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\values\strings.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\values\themes.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 0, 16
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\xml\backup_rules.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 10, 0, 13
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\xml\data_extraction_rules.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 14, 0, 19
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\main\res\xml\network_security_config.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\app\src\test\java\com\example\lifeflow\ExampleUnitTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 3, 17
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 0, 21
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 7
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal-android\gradlew.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 29, 22, 90
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\apache\index.html", "HTML", 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 18, 72, 369
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\api\badge_alert.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 86
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\api\hub_alert.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 86
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\api\hub_info.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 64
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\badges\create\index.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21, 92
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\badges\create\process.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 56
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\badges\delete\index.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 52
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\badges\edit\index.php", "PHP", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 118
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\badges\edit\process.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 59
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\badges\index.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 109
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\checkUnreadIncidents.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 23
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\form.css", "CSS", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 49
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\global.css", "CSS", 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 0, 0, 2, 26, 290
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\hubs\create\index.php", "PHP", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21, 94
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\hubs\create\process.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 55
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\hubs\delete\index.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 52
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\hubs\edit\index.php", "PHP", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 122
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\hubs\edit\process.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 56
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\hubs\index.php", "PHP", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 110
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\images\lifeflow.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 2, 157
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\incidents\create\index.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 78
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\incidents\create\process.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 51
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\incidents\index.php", "PHP", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 53, 229
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\index.php", "PHP", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 67, 274
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\nav.php", "PHP", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 138
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\residents\create\index.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 68
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\residents\create\process.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 58
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\residents\index.php", "PHP", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33, 111
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\stats\index.php", "PHP", 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61, 251
"c:\Users\LWSte\Documents\GitHub\LifeFlowDring\life-flow-staff-portal\updateReadStatus.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 26
"Total", "-", 1733, 2542, 31, 3864, 137, 14, 1379, 964, 84, 1222, 39, 8, 1000, 2548, 15565
